TAXON_ORDER,SPECIES_CODE,COMMON_NAME,REASON,PRIORITY,PARTNER_REQUEST,CONT_MAX,CUSTOM_TAX_YEAR,BOW_LINK,MODEL_AS_RESIDENT,SUMMARIZE_AS_RESIDENT,LAND,STATUS,REVIEWER,LAST_REVIEWER,ANIMATION_QUALITY,NONBREEDING_START,NONBREEDING_END,PREBREEDING_MIGRATION_START,PREBREEDING_MIGRATION_END,BREEDING_START,BREEDING_END,POSTBREEDING_MIGRATION_START,POSTBREEDING_MIGRATION_END,RESIDENT_START,RESIDENT_TREND_START,RESIDENT_TREND_END,RESIDENT_END,NONBREEDING_QUALITY,PREBREEDING_MIGRATION_QUALITY,BREEDING_QUALITY,POSTBREEDING_MIGRATION_QUALITY,FULL_YEAR_QUALITY,SENSITIVE,FORCE_GLOBAL_PROJ,CUSTOM_ES,notes,LAST_SUBMISSION_TIME
26816,chibub1,Mount Victoria Babax,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/chibub1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
12369,derpar1,Derbyan Parakeet,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/derpar1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
23794,lanwar,Lanceolated Warbler,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/lanwar/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
26499,kerlau3,Ashambu Laughingthrush,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/kerlau3/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
6545,euhgul1,European Herring Gull,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/euhgul1/cur/introduction#mig,FALSE,FALSE,WATER,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
25209,lottit1,Long-tailed Tit,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/lottit1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
27010,eurtre1,Eurasian Treecreeper,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/eurtre1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
31632,rocpet1,Rock Sparrow,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/rocpet1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
32574,comcan,Island Canary,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/comcan/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
8612,webowl1,Western Barn Owl,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/webowl1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
31958,comcha16,Azores Chaffinch,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/comcha16/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
23634,eaowar1,Eastern Olivaceous Warbler,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/eaowar1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
24850,caichi1,Canary Islands Chiffchaff,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/caichi1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
657,martea1,Marbled Duck,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/martea1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
22124,afbtit2,African Blue Tit,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/afbtit2/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
22820,mstlar1,Mediterranean Short-toed Lark,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/mstlar1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
25359,easwar1,Eastern Subalpine Warbler,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/easwar1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
1351,wilpta1,Red Grouse,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/wilpta1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
6560,armgul1,Armenian Gull,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/armgul1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
31960,caicha1,Canary Islands Chaffinch,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/caicha1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
1755,barpar2,Barbary Partridge,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/barpar2/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
7506,waldra1,Northern Bald Ibis,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/waldra1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
1418,wescap1,Western Capercaillie,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/wescap1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
31959,comcha17,Madeira Chaffinch,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/comcha17/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
29869,finwhe1,Finsch's Wheatear,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/finwhe1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
22803,duplar1,Dupont's Lark,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/duplar1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
25349,ruewar1,Rüppell's Warbler,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/ruewar1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
9232,uraowl1,Ural Owl,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/uraowl1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
29670,caisto1,Fuerteventura Stonechat,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/caisto1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
1780,rocpar2,Rock Partridge,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/rocpar2/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
1893,bolpig1,Bolle's Pigeon,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/bolpig1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
29557,semfly1,Semicollared Flycatcher,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/semfly1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
26874,firecr3,Madeira Firecrest,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/firecr3/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
2923,houbus1,African Houbara,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/houbus1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
1895,laupig1,Laurel Pigeon,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/laupig1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
24795,eabwar1,Eastern Bonelli's Warbler,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/eabwar1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
7178,bulpet,Bulwer's Petrel,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/bulpet/cur/introduction#mig,FALSE,FALSE,WATER,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
23654,aquwar1,Aquatic Warbler,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/aquwar1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
31972,blucha2,Tenerife Blue Chaffinch,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/blucha2/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
6090,gresni1,Great Snipe,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/gresni1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
23649,oltwar1,Olive-tree Warbler,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/oltwar1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
1892,tropig1,Trocaz Pigeon,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/tropig1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
22824,tstlar1,Turkestan Short-toed Lark,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/tstlar1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
25344,menwar1,Menetries's Warbler,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/menwar1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
32332,desfin2,Desert Finch,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/desfin2/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
32571,corfin1,Corsican Finch,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/corfin1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
32746,cinbun1,Cinereous Bunting,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/cinbun1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
31569,desspa1,Dead Sea Sparrow,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/desspa1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
7118,madpet,Zino's Petrel,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/madpet/cur/introduction#mig,FALSE,FALSE,WATER,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
26948,pernut1,Eastern Rock Nuthatch,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/pernut1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
32263,crwfin2,Crimson-winged Finch,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/crwfin2/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
25372,marwar1,Marmora's Warbler,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/marwar1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
23648,upcwar1,Upcher's Warbler,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/upcwar1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
26633,irabab1,Iraq Babbler,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/irabab1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
32250,eurbul1,Azores Bullfinch,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/eurbul1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
31501,radacc2,Radde's Accentor,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/radacc2/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
1708,sespar1,See-see Partridge,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/sespar1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
6351,blwpra1,Black-winged Pratincole,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/blwpra1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
31973,blucha3,Gran Canaria Blue Chaffinch,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/blucha3/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
12101,lanfal1,Lanner Falcon,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/lanfal1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
32497,scocro1,Scottish Crossbill,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/scocro1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
1698,cassno1,Caspian Snowcock,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/cassno1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
281,swagoo1,Swan Goose,Taiwan,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/swagoo1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
26938,cornut1,Corsican Nuthatch,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/cornut1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
31640,palroc1,Pale Rockfinch,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/palroc1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
29608,moured1,Moussier's Redstart,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/moured1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
29879,retwhe3,Kurdish Wheatear,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/retwhe3/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
29804,cypwhe1,Cyprus Wheatear,Europe,2,FALSE,Europe,,https://birdsoftheworld.org/bow/species/cypwhe1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
28213,scathr2,White's Thrush,Taiwan,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/scathr2/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
6543,casgul4,Mongolian Gull,Taiwan,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/casgul4/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
32247,gyhbul5,Taiwan Bullfinch,Taiwan,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/gyhbul5/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
31865,pecpip,Pechora Pipit,Taiwan,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/pecpip/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
27831,chcsta1,Chestnut-cheeked Starling,Taiwan,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/chcsta1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
28510,gybthr1,Gray-backed Thrush,Taiwan,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/gybthr1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
31882,sibpip1,Siberian Pipit,Taiwan,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/sibpip1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
28607,dusthr1,Naumann's Thrush,Taiwan,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/dusthr1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
23788,migwar,Middendorff's Grasshopper Warbler,Taiwan,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/migwar/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
24937,pllwar1,Pale-legged Leaf Warbler,Taiwan,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/pllwar1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
28511,japthr1,Japanese Thrush,Japan,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/japthr1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
24874,eacwar1,Eastern Crowned Warbler,Taiwan,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/eacwar1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
6990,shtalb,Short-tailed Albatross,Japan,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/shtalb/cur/introduction#mig,FALSE,FALSE,WATER,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
8732,ryusco1,Ryukyu Scops-Owl,Japan,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/ryusco1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
5960,whfplo2,White-faced Plover,Taiwan,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/whfplo2/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
29377,rutrob1,Rufous-tailed Robin,Taiwan,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/rutrob1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
5907,oriplo1,Oriental Plover,Taiwan,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/oriplo1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
18637,ryumin1,Ryukyu Minivet,Taiwan,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/ryumin1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
27864,vibsta4,Vinous-breasted Myna,Taiwan,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/vibsta4/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
6799,chcter2,Chinese Crested Tern,Taiwan,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/chcter2/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
29379,japrob2,Japanese Robin,Japan,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/japrob2/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
2607,bcfdov1,Black-chinned Fruit-Dove,Taiwan,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/bcfdov1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
5696,sibcra1,Siberian Crane,Japan,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/sibcra1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
29891,japwax1,Japanese Waxwing,Japan,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/japwax1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
24932,grewar2,Two-barred Warbler,Taiwan,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/grewar2/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
1744,japqua,Japanese Quail,Japan,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/japqua/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
7623,janher1,Japanese Night Heron,Japan,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/janher1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
24875,ijlwar1,Ijima's Leaf Warbler,Japan,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/ijlwar1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
23777,grgwar1,Gray's Grasshopper Warbler,Taiwan,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/grgwar1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
7184,tahpet1,Tahiti Petrel,Australia,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/tahpet1/cur/introduction#mig,FALSE,FALSE,WATER,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
1914,jawpig1,Black Wood-Pigeon,Japan,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/jawpig1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
24979,harlew1,Hartert's Leaf Warbler,Taiwan,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/harlew1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
32100,japgro1,Japanese Grosbeak,Japan,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/japgro1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
21984,yebtit4,Yellow-bellied Tit,Taiwan,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/yebtit4/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
11892,grbwoo3,Green-barred Woodpecker,Southern Cone,2,FALSE,South America,,https://birdsoftheworld.org/bow/species/grbwoo3/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
16754,y01036,White-crested Tyrannulet,Southern Cone,2,FALSE,South America,,https://birdsoftheworld.org/bow/species/y01036/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
35449,barwaf1,Black-and-rufous Warbling Finch,Southern Cone,2,FALSE,South America,,https://birdsoftheworld.org/bow/species/barwaf1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
16830,grwtyr1,Greater Wagtail-Tyrant,Southern Cone,2,FALSE,South America,,https://birdsoftheworld.org/bow/species/grwtyr1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
16572,suifly1,Suiriri Flycatcher,Southern Cone,2,FALSE,South America,,https://birdsoftheworld.org/bow/species/suifly1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
5638,ruscra1,Rufous-sided Crake,Southern Cone,2,FALSE,South America,,https://birdsoftheworld.org/bow/species/ruscra1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
15029,chaear1,Chaco Earthcreeper,Southern Cone,2,FALSE,South America,,https://birdsoftheworld.org/bow/species/chaear1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
15319,tutspi1,Tufted Tit-Spinetail,Southern Cone,2,FALSE,South America,,https://birdsoftheworld.org/bow/species/tutspi1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
6114,soasni2,Pantanal Snipe,Southern Cone,2,FALSE,South America,,https://birdsoftheworld.org/bow/species/soasni2/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
33642,gowcac1,Golden-winged Cacique,Southern Cone,2,FALSE,South America,,https://birdsoftheworld.org/bow/species/gowcac1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
7483,pluibi1,Plumbeous Ibis,Southern Cone,2,FALSE,South America,,https://birdsoftheworld.org/bow/species/pluibi1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
13505,rucant1,Rufous-capped Antshrike,Southern Cone,2,FALSE,South America,,https://birdsoftheworld.org/bow/species/rucant1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
9556,surtro1,Surucua Trogon,Southern Cone,2,FALSE,South America,,https://birdsoftheworld.org/bow/species/surtro1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
